Timestamp,Source IP,Destination IP,Protocol,Length
1541234036.037704,52.85.90.206,192.168.50.8,6,1514
1541234036.038635,52.85.90.206,192.168.50.8,6,1514
1541234036.038638,52.85.90.206,192.168.50.8,6,1514
1541234036.038801,192.168.50.8,52.85.90.206,6,60
1541234036.038803,192.168.50.8,52.85.90.206,6,60
1541234036.038870,52.85.90.206,192.168.50.8,6,1514
1541234036.038872,52.85.90.206,192.168.50.8,6,1514
1541234036.039681,52.85.90.206,192.168.50.8,6,1514
1541234036.039683,52.85.90.206,192.168.50.8,6,1514
1541234036.039840,192.168.50.8,52.85.90.206,6,60
1541234036.039841,192.168.50.8,52.85.90.206,6,60
1541234036.039929,52.85.90.206,192.168.50.8,6,1514
1541234036.039931,52.85.90.206,192.168.50.8,6,1514
1541234036.040736,52.85.90.206,192.168.50.8,6,1514
1541234036.040740,52.85.90.206,192.168.50.8,6,1514
1541234036.040898,192.168.50.8,52.85.90.206,6,60
1541234036.040900,192.168.50.8,52.85.90.206,6,60
1541234036.041758,52.85.90.206,192.168.50.8,6,1514
1541234036.041762,52.85.90.206,192.168.50.8,6,1514
1541234036.042020,52.85.90.206,192.168.50.8,6,1514
1541234036.042023,52.85.90.206,192.168.50.8,6,1514
1541234036.042173,192.168.50.8,52.85.90.206,6,60
1541234036.042175,192.168.50.8,52.85.90.206,6,60
1541234036.042756,52.85.90.206,192.168.50.8,6,1514
1541234036.042759,52.85.90.206,192.168.50.8,6,1514
1541234036.043016,52.85.90.206,192.168.50.8,6,1514
1541234036.043019,52.85.90.206,192.168.50.8,6,1514
1541234036.043147,192.168.50.8,52.85.90.206,6,60
1541234036.043148,192.168.50.8,52.85.90.206,6,60
1541234036.043759,52.85.90.206,192.168.50.8,6,1514
1541234036.043762,52.85.90.206,192.168.50.8,6,1514
1541234036.044007,52.85.90.206,192.168.50.8,6,1514
1541234036.044008,52.85.90.206,192.168.50.8,6,1514
1541234036.044150,192.168.50.8,52.85.90.206,6,60
1541234036.044151,192.168.50.8,52.85.90.206,6,60
1541234036.044731,52.85.90.206,192.168.50.8,6,1514
1541234036.044733,52.85.90.206,192.168.50.8,6,1514
1541234036.044967,52.85.90.206,192.168.50.8,6,1514
1541234036.044969,52.85.90.206,192.168.50.8,6,1514
1541234036.045118,192.168.50.8,52.85.90.206,6,60
1541234036.045119,192.168.50.8,52.85.90.206,6,60
1541234036.045633,52.85.90.206,192.168.50.8,6,1514
1541234036.045634,52.85.90.206,192.168.50.8,6,1514
1541234036.045885,52.85.90.206,192.168.50.8,6,1514
1541234036.045887,52.85.90.206,192.168.50.8,6,1514
1541234036.046038,192.168.50.8,52.85.90.206,6,60
1541234036.046039,192.168.50.8,52.85.90.206,6,60
1541234036.046584,52.85.90.206,192.168.50.8,6,1514
1541234036.046601,52.85.90.206,192.168.50.8,6,1514
1541234036.046819,52.85.90.206,192.168.50.8,6,1514
1541234036.046823,52.85.90.206,192.168.50.8,6,1514
1541234036.047008,192.168.50.8,52.85.90.206,6,60
1541234036.047010,192.168.50.8,52.85.90.206,6,60
1541234036.047474,52.85.90.206,192.168.50.8,6,1514
1541234036.047478,52.85.90.206,192.168.50.8,6,1514
1541234036.047713,52.85.90.206,192.168.50.8,6,1514
1541234036.047716,52.85.90.206,192.168.50.8,6,1514
1541234036.047915,192.168.50.8,52.85.90.206,6,60
1541234036.047917,192.168.50.8,52.85.90.206,6,60
1541234036.048340,52.85.90.206,192.168.50.8,6,1514
1541234036.048342,52.85.90.206,192.168.50.8,6,1514
1541234036.048586,52.85.90.206,192.168.50.8,6,1514
1541234036.048593,52.85.90.206,192.168.50.8,6,1514
1541234036.048800,192.168.50.8,52.85.90.206,6,60
1541234036.048802,192.168.50.8,52.85.90.206,6,60
1541234036.049221,52.85.90.206,192.168.50.8,6,1514
1541234036.049223,52.85.90.206,192.168.50.8,6,1514
1541234036.049474,52.85.90.206,192.168.50.8,6,1514
1541234036.049476,52.85.90.206,192.168.50.8,6,1514
1541234036.049670,192.168.50.8,52.85.90.206,6,60
1541234036.049671,192.168.50.8,52.85.90.206,6,60
1541234036.050121,52.85.90.206,192.168.50.8,6,1514
1541234036.050124,52.85.90.206,192.168.50.8,6,1514
1541234036.050365,52.85.90.206,192.168.50.8,6,1514
1541234036.050367,52.85.90.206,192.168.50.8,6,1514
1541234036.050567,192.168.50.8,52.85.90.206,6,60
1541234036.050568,192.168.50.8,52.85.90.206,6,60
1541234036.050991,52.85.90.206,192.168.50.8,6,1514
1541234036.050997,52.85.90.206,192.168.50.8,6,1514
1541234036.051255,52.85.90.206,192.168.50.8,6,1514
1541234036.051258,52.85.90.206,192.168.50.8,6,1514
1541234036.051403,192.168.50.8,52.85.90.206,6,60
1541234036.051404,192.168.50.8,52.85.90.206,6,60
1541234036.051884,52.85.90.206,192.168.50.8,6,1514
1541234036.051886,52.85.90.206,192.168.50.8,6,1514
1541234036.052137,52.85.90.206,192.168.50.8,6,1514
1541234036.052141,52.85.90.206,192.168.50.8,6,1514
1541234036.052276,192.168.50.8,52.85.90.206,6,60
1541234036.052278,192.168.50.8,52.85.90.206,6,60
1541234036.052777,52.85.90.206,192.168.50.8,6,1514
1541234036.052779,52.85.90.206,192.168.50.8,6,1514
1541234036.053028,52.85.90.206,192.168.50.8,6,1514
1541234036.053030,52.85.90.206,192.168.50.8,6,1514
1541234036.053175,192.168.50.8,52.85.90.206,6,60
1541234036.053177,192.168.50.8,52.85.90.206,6,60
1541234036.053659,52.85.90.206,192.168.50.8,6,1514
1541234036.053661,52.85.90.206,192.168.50.8,6,1514
1541234036.053912,52.85.90.206,192.168.50.8,6,1514
1541234036.053914,52.85.90.206,192.168.50.8,6,1514
1541234036.054062,192.168.50.8,52.85.90.206,6,60
1541234036.054063,192.168.50.8,52.85.90.206,6,60
1541234036.072246,52.85.90.206,192.168.50.8,6,1514
1541234036.072249,52.85.90.206,192.168.50.8,6,1514
1541234036.072460,52.85.90.206,192.168.50.8,6,1514
1541234036.072510,52.85.90.206,192.168.50.8,6,1514
1541234036.072697,192.168.50.8,52.85.90.206,6,60
1541234036.072698,192.168.50.8,52.85.90.206,6,60
1541234036.072955,52.85.90.206,192.168.50.8,6,1514
1541234036.072957,52.85.90.206,192.168.50.8,6,1514
1541234036.073202,52.85.90.206,192.168.50.8,6,1514
1541234036.073205,52.85.90.206,192.168.50.8,6,1514
1541234036.073367,192.168.50.8,52.85.90.206,6,60
1541234036.073368,192.168.50.8,52.85.90.206,6,60
1541234036.074565,52.85.90.206,192.168.50.8,6,1514
1541234036.074568,52.85.90.206,192.168.50.8,6,1514
1541234036.074784,52.85.90.206,192.168.50.8,6,1514
1541234036.074787,52.85.90.206,192.168.50.8,6,1514
1541234036.074973,192.168.50.8,52.85.90.206,6,60
1541234036.074976,192.168.50.8,52.85.90.206,6,60
1541234036.075740,52.85.90.206,192.168.50.8,6,1514
1541234036.075744,52.85.90.206,192.168.50.8,6,1514
1541234036.075964,52.85.90.206,192.168.50.8,6,1514
1541234036.075966,52.85.90.206,192.168.50.8,6,1514
1541234036.076149,192.168.50.8,52.85.90.206,6,60
1541234036.076150,192.168.50.8,52.85.90.206,6,60
1541234036.076865,52.85.90.206,192.168.50.8,6,1514
1541234036.076868,52.85.90.206,192.168.50.8,6,1514
1541234036.077091,52.85.90.206,192.168.50.8,6,1514
1541234036.077143,52.85.90.206,192.168.50.8,6,1514
1541234036.077250,192.168.50.8,52.85.90.206,6,60
1541234036.077251,192.168.50.8,52.85.90.206,6,60
1541234036.078018,52.85.90.206,192.168.50.8,6,1514
1541234036.078020,52.85.90.206,192.168.50.8,6,1514
1541234036.078273,52.85.90.206,192.168.50.8,6,1514
1541234036.078276,52.85.90.206,192.168.50.8,6,1514
1541234036.078410,192.168.50.8,52.85.90.206,6,60
1541234036.078411,192.168.50.8,52.85.90.206,6,60
1541234036.079122,52.85.90.206,192.168.50.8,6,1514
1541234036.079128,52.85.90.206,192.168.50.8,6,1514
1541234036.079372,52.85.90.206,192.168.50.8,6,1514
1541234036.079375,52.85.90.206,192.168.50.8,6,1514
1541234036.079497,192.168.50.8,52.85.90.206,6,60
1541234036.079499,192.168.50.8,52.85.90.206,6,60
1541234036.080159,52.85.90.206,192.168.50.8,6,1514
1541234036.080162,52.85.90.206,192.168.50.8,6,1514
1541234036.080372,52.85.90.206,192.168.50.8,6,1514
1541234036.080375,52.85.90.206,192.168.50.8,6,1514
1541234036.080548,192.168.50.8,52.85.90.206,6,60
1541234036.080550,192.168.50.8,52.85.90.206,6,60
1541234036.081417,52.85.90.206,192.168.50.8,6,1514
1541234036.081419,52.85.90.206,192.168.50.8,6,1514
1541234036.081673,52.85.90.206,192.168.50.8,6,1514
1541234036.081679,52.85.90.206,192.168.50.8,6,2974
1541234036.081728,52.85.90.206,192.168.50.8,6,1514
1541234036.081814,192.168.50.8,52.85.90.206,6,60
1541234036.081816,192.168.50.8,52.85.90.206,6,60
1541234036.083387,52.85.90.206,192.168.50.8,6,1514
1541234036.083392,52.85.90.206,192.168.50.8,6,1514
1541234036.083652,52.85.90.206,192.168.50.8,6,1514
1541234036.083658,52.85.90.206,192.168.50.8,6,2974
1541234036.083707,52.85.90.206,192.168.50.8,6,1514
1541234036.083787,192.168.50.8,52.85.90.206,6,60
1541234036.083789,192.168.50.8,52.85.90.206,6,60
1541234036.084336,52.85.90.206,192.168.50.8,6,1514
1541234036.084338,52.85.90.206,192.168.50.8,6,1514
1541234036.084596,52.85.90.206,192.168.50.8,6,1514
1541234036.084600,52.85.90.206,192.168.50.8,6,2974
1541234036.084603,52.85.90.206,192.168.50.8,6,1514
1541234036.084726,192.168.50.8,52.85.90.206,6,60
1541234036.084727,192.168.50.8,52.85.90.206,6,60
1541234036.086267,52.85.90.206,192.168.50.8,6,1514
1541234036.086270,52.85.90.206,192.168.50.8,6,1514
1541234036.086511,52.85.90.206,192.168.50.8,6,1514
1541234036.086513,52.85.90.206,192.168.50.8,6,1514
1541234036.086562,52.85.90.206,192.168.50.8,6,1514
1541234036.086563,52.85.90.206,192.168.50.8,6,1514
1541234036.086676,192.168.50.8,52.85.90.206,6,60
1541234036.086677,192.168.50.8,52.85.90.206,6,60
1541234036.087171,52.85.90.206,192.168.50.8,6,1514
1541234036.087173,52.85.90.206,192.168.50.8,6,1514
1541234036.087420,52.85.90.206,192.168.50.8,6,1514
1541234036.087424,52.85.90.206,192.168.50.8,6,2974
1541234036.087473,52.85.90.206,192.168.50.8,6,1514
1541234036.087573,192.168.50.8,52.85.90.206,6,60
1541234036.087574,192.168.50.8,52.85.90.206,6,60
1541234036.088933,52.85.90.206,192.168.50.8,6,1514
1541234036.088938,52.85.90.206,192.168.50.8,6,1514
1541234036.089191,52.85.90.206,192.168.50.8,6,1514
1541234036.089196,52.85.90.206,192.168.50.8,6,2974
1541234036.089198,52.85.90.206,192.168.50.8,6,1514
1541234036.089340,192.168.50.8,52.85.90.206,6,60
1541234036.089341,192.168.50.8,52.85.90.206,6,60
1541234036.089820,52.85.90.206,192.168.50.8,6,1514
1541234036.089822,52.85.90.206,192.168.50.8,6,1514
1541234036.090073,52.85.90.206,192.168.50.8,6,1514
1541234036.090077,52.85.90.206,192.168.50.8,6,2974
1541234036.090125,52.85.90.206,192.168.50.8,6,1514
1541234036.090223,192.168.50.8,52.85.90.206,6,60
1541234036.090224,192.168.50.8,52.85.90.206,6,60
1541234036.090637,52.85.90.206,192.168.50.8,6,1514
1541234036.090642,52.85.90.206,192.168.50.8,6,1514
1541234036.092444,52.85.90.206,192.168.50.8,6,1514
1541234036.092447,52.85.90.206,192.168.50.8,6,1514
1541234036.092600,192.168.50.8,52.85.90.206,6,60
1541234036.092601,192.168.50.8,52.85.90.206,6,60
1541234036.092685,52.85.90.206,192.168.50.8,6,1514
1541234036.092689,52.85.90.206,192.168.50.8,6,1514
1541234036.092746,52.85.90.206,192.168.50.8,6,1514
1541234036.092749,52.85.90.206,192.168.50.8,6,1514
1541234036.092834,192.168.50.8,52.85.90.206,6,60
1541234036.092836,192.168.50.8,52.85.90.206,6,60
1541234036.092943,52.85.90.206,192.168.50.8,6,1514
1541234036.092945,52.85.90.206,192.168.50.8,6,1514
1541234036.111949,52.85.90.206,192.168.50.8,6,1514
1541234036.111953,52.85.90.206,192.168.50.8,6,1514
1541234036.112142,192.168.50.8,52.85.90.206,6,60
1541234036.112144,192.168.50.8,52.85.90.206,6,60
1541234036.112148,52.85.90.206,192.168.50.8,6,1514
1541234036.112195,52.85.90.206,192.168.50.8,6,2974
1541234036.112197,52.85.90.206,192.168.50.8,6,1514
1541234036.112324,192.168.50.8,52.85.90.206,6,60
1541234036.112325,192.168.50.8,52.85.90.206,6,60
1541234036.112419,52.85.90.206,192.168.50.8,6,1514
1541234036.112421,52.85.90.206,192.168.50.8,6,1514
1541234036.114170,52.85.90.206,192.168.50.8,6,1514
1541234036.114174,52.85.90.206,192.168.50.8,6,1514
1541234036.114415,52.85.90.206,192.168.50.8,6,1514
1541234036.114419,52.85.90.206,192.168.50.8,6,2974
1541234036.114464,192.168.50.8,52.85.90.206,6,60
1541234036.114466,192.168.50.8,52.85.90.206,6,60
1541234036.114472,52.85.90.206,192.168.50.8,6,1514
1541234036.114591,192.168.50.8,52.85.90.206,6,60
1541234036.114592,192.168.50.8,52.85.90.206,6,60
1541234036.114671,52.85.90.206,192.168.50.8,6,1514
1541234036.114675,52.85.90.206,192.168.50.8,6,2974
1541234036.114704,52.85.90.206,192.168.50.8,6,1514
1541234036.114820,192.168.50.8,52.85.90.206,6,60
1541234036.114821,192.168.50.8,52.85.90.206,6,60
1541234036.114934,52.85.90.206,192.168.50.8,6,1514
1541234036.114938,52.85.90.206,192.168.50.8,6,2974
1541234036.114940,52.85.90.206,192.168.50.8,6,1514
1541234036.115118,192.168.50.8,52.85.90.206,6,60
1541234036.115119,192.168.50.8,52.85.90.206,6,60
1541234036.115169,52.85.90.206,192.168.50.8,6,1514
1541234036.115172,52.85.90.206,192.168.50.8,6,1514
1541234036.115480,52.85.90.206,192.168.50.8,6,719
1541234036.115482,52.85.90.206,192.168.50.8,6,719
1541234036.115663,192.168.50.8,52.85.90.206,6,60
1541234036.115664,192.168.50.8,52.85.90.206,6,60
1541234036.139782,192.168.50.8,4.2.2.4,17,89
1541234036.139785,192.168.50.8,4.2.2.4,17,89
1541234036.140889,192.168.50.8,52.85.90.206,6,253
1541234036.140891,192.168.50.8,52.85.90.206,6,253
1541234036.160798,4.2.2.4,192.168.50.8,17,149
1541234036.160800,4.2.2.4,192.168.50.8,17,149
1541234036.161873,192.168.50.8,4.2.2.4,17,93
1541234036.161876,192.168.50.8,4.2.2.4,17,93
1541234036.181733,52.85.90.206,192.168.50.8,6,1514
1541234036.181736,52.85.90.206,192.168.50.8,6,1514
1541234036.182002,52.85.90.206,192.168.50.8,6,1514
1541234036.182006,52.85.90.206,192.168.50.8,6,2974
1541234036.182024,52.85.90.206,192.168.50.8,6,1514
1541234036.182186,192.168.50.8,52.85.90.206,6,60
1541234036.182188,192.168.50.8,52.85.90.206,6,60
1541234036.182190,52.85.90.206,192.168.50.8,6,1514
1541234036.182238,52.85.90.206,192.168.50.8,6,2974
1541234036.182242,52.85.90.206,192.168.50.8,6,1514
1541234036.182388,192.168.50.8,52.85.90.206,6,60
1541234036.182389,192.168.50.8,52.85.90.206,6,60
1541234036.182471,52.85.90.206,192.168.50.8,6,1514
1541234036.182478,52.85.90.206,192.168.50.8,6,2974
1541234036.182480,52.85.90.206,192.168.50.8,6,1514
1541234036.182595,192.168.50.8,52.85.90.206,6,60
1541234036.182597,192.168.50.8,52.85.90.206,6,60
1541234036.182698,52.85.90.206,192.168.50.8,6,1514
1541234036.182701,52.85.90.206,192.168.50.8,6,1514
1541234036.183008,52.85.90.206,192.168.50.8,6,1514
1541234036.183011,52.85.90.206,192.168.50.8,6,1514
1541234036.183255,52.85.90.206,192.168.50.8,6,1514
1541234036.183257,192.168.50.8,52.85.90.206,6,60
1541234036.183260,52.85.90.206,192.168.50.8,6,2974
1541234036.183305,192.168.50.8,52.85.90.206,6,60
1541234036.183307,52.85.90.206,192.168.50.8,6,1514
1541234036.183478,192.168.50.8,52.85.90.206,6,60
1541234036.183479,192.168.50.8,52.85.90.206,6,60
1541234036.183481,4.2.2.4,192.168.50.8,17,109
1541234036.183483,52.85.90.206,192.168.50.8,6,1514
1541234036.183532,4.2.2.4,192.168.50.8,17,109
1541234036.183535,52.85.90.206,192.168.50.8,6,1514
1541234036.183895,52.85.90.206,192.168.50.8,6,1514
1541234036.183897,52.85.90.206,192.168.50.8,6,1514
1541234036.184052,192.168.50.8,52.85.90.206,6,60
1541234036.184054,192.168.50.8,52.85.90.206,6,60
1541234036.184115,52.85.90.206,192.168.50.8,6,1514
1541234036.184123,52.85.90.206,192.168.50.8,6,2974
1541234036.184157,52.85.90.206,192.168.50.8,6,1514
1541234036.184266,192.168.50.8,52.85.90.206,6,60
1541234036.184268,192.168.50.8,52.85.90.206,6,60
1541234036.184360,52.85.90.206,192.168.50.8,6,1514
1541234036.184362,52.85.90.206,192.168.50.8,6,1514
1541234036.184778,52.85.90.206,192.168.50.8,6,1514
1541234036.184781,52.85.90.206,192.168.50.8,6,1514
1541234036.184943,192.168.50.8,52.85.90.206,6,60
1541234036.184945,192.168.50.8,52.85.90.206,6,60
1541234036.185009,52.85.90.206,192.168.50.8,6,1514
1541234036.185012,52.85.90.206,192.168.50.8,6,2974
1541234036.185080,52.85.90.206,192.168.50.8,6,1514
1541234036.185111,192.168.50.8,52.85.90.206,6,60
1541234036.185112,192.168.50.8,52.85.90.206,6,60
1541234036.185271,52.85.90.206,192.168.50.8,6,1514
1541234036.185273,52.85.90.206,192.168.50.8,6,1514
1541234036.185622,52.85.90.206,192.168.50.8,6,1514
1541234036.185625,52.85.90.206,192.168.50.8,6,1514
1541234036.185772,192.168.50.8,52.85.90.206,6,60
1541234036.185773,192.168.50.8,52.85.90.206,6,60
1541234036.185865,52.85.90.206,192.168.50.8,6,1514
1541234036.185866,52.85.90.206,192.168.50.8,6,1514
1541234036.185926,52.85.90.206,192.168.50.8,6,1514
1541234036.185929,52.85.90.206,192.168.50.8,6,1514
1541234036.185997,192.168.50.8,52.85.90.206,6,60
1541234036.185998,192.168.50.8,52.85.90.206,6,60
1541234036.186132,52.85.90.206,192.168.50.8,6,1514
1541234036.186134,52.85.90.206,192.168.50.8,6,1514
1541234036.186499,52.85.90.206,192.168.50.8,6,1514
1541234036.186501,52.85.90.206,192.168.50.8,6,1514
1541234036.186629,192.168.50.8,52.85.90.206,6,60
1541234036.186630,192.168.50.8,52.85.90.206,6,60
1541234036.186783,52.85.90.206,192.168.50.8,6,1514
1541234036.186786,52.85.90.206,192.168.50.8,6,3301
1541234036.186790,52.85.90.206,192.168.50.8,6,1841
1541234036.186910,192.168.50.8,52.85.90.206,6,60
1541234036.186911,192.168.50.8,52.85.90.206,6,60
1541234036.477110,34.209.30.112,192.168.50.8,6,85
1541234036.477112,34.209.30.112,192.168.50.8,6,85
1541234036.477493,192.168.50.8,34.209.30.112,6,89
1541234036.477509,192.168.50.8,34.209.30.112,6,89
1541234036.569378,34.209.30.112,192.168.50.8,6,60
1541234036.569381,34.209.30.112,192.168.50.8,6,60
1541234038.146474,192.168.50.8,4.2.2.4,17,67
1541234038.146475,192.168.50.8,4.2.2.4,17,79
1541234038.146476,192.168.50.8,4.2.2.4,17,67
1541234038.146477,192.168.50.8,4.2.2.4,17,79
1541234038.167312,4.2.2.4,192.168.50.8,17,99
1541234038.167313,4.2.2.4,192.168.50.8,17,99
1541234038.167358,4.2.2.4,192.168.50.8,17,132
1541234038.167359,4.2.2.4,192.168.50.8,17,132
1541234038.168092,192.168.50.8,4.2.2.4,17,83
1541234038.168093,192.168.50.8,4.2.2.4,17,83
1541234038.168094,192.168.50.8,4.2.2.4,17,67
1541234038.168095,192.168.50.8,4.2.2.4,17,67
1541234038.188950,4.2.2.4,192.168.50.8,17,99
1541234038.188952,4.2.2.4,192.168.50.8,17,99
1541234038.188954,4.2.2.4,192.168.50.8,17,99
1541234038.188955,4.2.2.4,192.168.50.8,17,99
1541234038.189569,192.168.50.8,4.2.2.4,17,67
1541234038.189570,192.168.50.8,4.2.2.4,17,67
1541234038.190070,192.168.50.8,4.2.2.4,17,76
1541234038.190070,192.168.50.8,4.2.2.4,17,76
1541234038.210364,4.2.2.4,192.168.50.8,17,125
1541234038.210365,4.2.2.4,192.168.50.8,17,125
1541234038.211083,4.2.2.4,192.168.50.8,17,108
1541234038.211085,4.2.2.4,192.168.50.8,17,108
1541234038.211814,192.168.50.8,4.2.2.4,17,76
1541234038.211815,192.168.50.8,4.2.2.4,17,76
1541234038.232778,4.2.2.4,192.168.50.8,17,108
1541234038.232780,4.2.2.4,192.168.50.8,17,108
1541234043.545010,192.168.50.8,4.2.2.4,17,74
1541234043.545013,192.168.50.8,4.2.2.4,17,74
1541234043.566111,4.2.2.4,192.168.50.8,17,144
1541234043.566114,4.2.2.4,192.168.50.8,17,144
1541234043.566931,192.168.50.8,173.194.205.109,6,66
1541234043.566933,192.168.50.8,173.194.205.109,6,66
1541234043.619770,173.194.205.109,192.168.50.8,6,66
1541234043.619773,173.194.205.109,192.168.50.8,6,66
1541234043.619931,192.168.50.8,173.194.205.109,6,60
1541234043.619934,192.168.50.8,173.194.205.109,6,60
1541234043.620594,192.168.50.8,173.194.205.109,6,221
1541234043.620596,192.168.50.8,173.194.205.109,6,221
1541234043.673329,173.194.205.109,192.168.50.8,6,60
1541234043.673332,173.194.205.109,192.168.50.8,6,60
1541234043.674973,173.194.205.109,192.168.50.8,6,1484
1541234043.674977,173.194.205.109,192.168.50.8,6,1484
1541234043.675246,173.194.205.109,192.168.50.8,6,1357
1541234043.675250,173.194.205.109,192.168.50.8,6,1357
1541234043.675384,192.168.50.8,173.194.205.109,6,60
1541234043.675386,192.168.50.8,173.194.205.109,6,60
1541234043.679555,192.168.50.8,173.194.205.109,6,129
1541234043.679558,192.168.50.8,173.194.205.109,6,129
1541234043.772201,173.194.205.109,192.168.50.8,6,60
1541234043.772203,173.194.205.109,192.168.50.8,6,60
1541234043.772386,192.168.50.8,173.194.205.109,6,113
1541234043.772389,192.168.50.8,173.194.205.109,6,113
1541234043.825324,173.194.205.109,192.168.50.8,6,60
1541234043.825326,173.194.205.109,192.168.50.8,6,60
1541234043.825328,173.194.205.109,192.168.50.8,6,113
1541234043.825329,173.194.205.109,192.168.50.8,6,113
1541234043.827187,173.194.205.109,192.168.50.8,6,139
1541234043.827190,173.194.205.109,192.168.50.8,6,139
1541234043.827441,192.168.50.8,173.194.205.109,6,60
1541234043.827444,192.168.50.8,173.194.205.109,6,60
1541234043.828654,192.168.50.8,173.194.205.109,6,107
1541234043.828656,192.168.50.8,173.194.205.109,6,107
1541234043.885475,173.194.205.109,192.168.50.8,6,315
1541234043.885477,173.194.205.109,192.168.50.8,6,315
1541234043.885808,192.168.50.8,173.194.205.109,6,128
1541234043.885809,192.168.50.8,173.194.205.109,6,128
1541234043.939154,173.194.205.109,192.168.50.8,6,107
1541234043.939157,173.194.205.109,192.168.50.8,6,107
1541234043.939428,192.168.50.8,173.194.205.109,6,160
1541234043.939431,192.168.50.8,173.194.205.109,6,160
1541234043.993278,173.194.205.109,192.168.50.8,6,107
1541234043.993280,173.194.205.109,192.168.50.8,6,107
1541234043.993571,192.168.50.8,173.194.205.109,6,144
1541234043.993573,192.168.50.8,173.194.205.109,6,144
1541234044.086458,173.194.205.109,192.168.50.8,6,60
1541234044.086461,173.194.205.109,192.168.50.8,6,60
1541234044.324966,173.194.205.109,192.168.50.8,6,107
1541234044.324969,173.194.205.109,192.168.50.8,6,107
1541234044.325308,192.168.50.8,173.194.205.109,6,160
1541234044.325310,192.168.50.8,173.194.205.109,6,160
1541234044.378096,173.194.205.109,192.168.50.8,6,60
1541234044.378099,173.194.205.109,192.168.50.8,6,60
1541234044.378892,173.194.205.109,192.168.50.8,6,139
1541234044.378895,173.194.205.109,192.168.50.8,6,139
1541234044.379162,192.168.50.8,173.194.205.109,6,160
1541234044.379165,192.168.50.8,173.194.205.109,6,160
1541234044.432531,173.194.205.109,192.168.50.8,6,139
1541234044.432533,173.194.205.109,192.168.50.8,6,139
1541234044.432806,192.168.50.8,173.194.205.109,6,128
1541234044.432809,192.168.50.8,173.194.205.109,6,128
1541234044.526441,173.194.205.109,192.168.50.8,6,60
1541234044.526444,173.194.205.109,192.168.50.8,6,60
1541234044.556116,173.194.205.109,192.168.50.8,6,139
1541234044.556119,173.194.205.109,192.168.50.8,6,139
1541234044.556797,192.168.50.8,173.194.205.109,6,432
1541234044.556800,192.168.50.8,173.194.205.109,6,432
1541234044.609780,173.194.205.109,192.168.50.8,6,60
1541234044.609783,173.194.205.109,192.168.50.8,6,60
1541234045.146915,173.194.205.109,192.168.50.8,6,139
1541234045.146918,173.194.205.109,192.168.50.8,6,139
1541234045.147170,192.168.50.8,173.194.205.109,6,128
1541234045.147173,192.168.50.8,173.194.205.109,6,128
1541234045.200097,173.194.205.109,192.168.50.8,6,60
1541234045.200100,173.194.205.109,192.168.50.8,6,60
1541234045.200659,173.194.205.109,192.168.50.8,6,155
1541234045.200662,173.194.205.109,192.168.50.8,6,155
1541234045.200663,173.194.205.109,192.168.50.8,6,60
1541234045.200664,173.194.205.109,192.168.50.8,6,60
1541234045.200807,192.168.50.8,173.194.205.109,6,60
1541234045.200810,192.168.50.8,173.194.205.109,6,60
1541234045.200901,192.168.50.8,173.194.205.109,6,91
1541234045.200903,192.168.50.8,173.194.205.109,6,91
1541234045.200904,192.168.50.8,173.194.205.109,6,60
1541234045.200905,192.168.50.8,173.194.205.109,6,60
1541234045.253605,173.194.205.109,192.168.50.8,6,60
1541234045.253607,173.194.205.109,192.168.50.8,6,60
1541234046.456845,0.0.0.0,255.255.255.255,17,342
1541234050.245166,192.168.50.8,74.208.236.171,6,66
1541234050.245168,192.168.50.8,74.208.236.171,6,66
1541234050.255045,192.168.50.8,4.2.2.4,17,79
1541234050.255047,192.168.50.8,4.2.2.4,17,89
1541234050.255049,192.168.50.8,4.2.2.4,17,79
1541234050.255050,192.168.50.8,4.2.2.4,17,89
1541234050.255597,192.168.50.8,74.208.236.171,6,66
1541234050.255598,192.168.50.8,74.208.236.171,6,66
1541234050.275931,4.2.2.4,192.168.50.8,17,135
1541234050.275934,4.2.2.4,192.168.50.8,17,135
1541234050.276162,4.2.2.4,192.168.50.8,17,145
1541234050.276164,4.2.2.4,192.168.50.8,17,145
1541234050.276516,192.168.50.8,4.2.2.4,17,86
1541234050.276519,192.168.50.8,4.2.2.4,17,86
1541234050.276640,192.168.50.8,4.2.2.4,17,86
1541234050.276644,192.168.50.8,4.2.2.4,17,86
1541234050.297272,4.2.2.4,192.168.50.8,17,102
1541234050.297275,4.2.2.4,192.168.50.8,17,102
1541234050.297642,4.2.2.4,192.168.50.8,17,102
1541234050.297644,4.2.2.4,192.168.50.8,17,102
1541234050.298124,192.168.50.8,4.2.2.4,17,86
1541234050.298126,192.168.50.8,4.2.2.4,17,86
1541234050.298234,192.168.50.8,4.2.2.4,17,86
1541234050.298236,192.168.50.8,4.2.2.4,17,86
1541234050.300082,74.208.236.171,192.168.50.8,6,66
1541234050.300083,74.208.236.171,192.168.50.8,6,66
1541234050.300291,192.168.50.8,74.208.236.171,6,60
1541234050.300292,192.168.50.8,74.208.236.171,6,60
1541234050.300555,192.168.50.8,74.208.236.171,6,440
1541234050.300558,192.168.50.8,74.208.236.171,6,440
1541234050.310542,74.208.236.171,192.168.50.8,6,66
1541234050.310544,74.208.236.171,192.168.50.8,6,66
1541234050.310723,192.168.50.8,74.208.236.171,6,60
1541234050.310725,192.168.50.8,74.208.236.171,6,60
